youtube_id,time_start,time_end,split
ZNwakAqKZVc,000442,000452,train
NtHxIbhqYCU,000085,000095,train
eDZhjajjw6g,000038,000048,train
Hwyida2xZqo,000004,000014,train
vl-lCL9k6h4,000040,000050,train
pPrS22Y-CcU,000006,000016,train
AojfV9mfxvw,000084,000094,train
Gg3kWE-WCHk,000001,000011,train
uG7OsXJwnsU,000032,000042,train
GVpVm4e6CLQ,000259,000269,train
0QQv6m9evuY,000004,000014,train
PHSQokTCE7c,000082,000092,train
lymjAF8Yd_I,000013,000023,train
6M2PO4K78Pg,000002,000012,train
Y7CWyNkEMKE,000077,000087,train
qb32S6TBQJI,000049,000059,train
O8kIZsT2nQI,000004,000014,train
qbnOIqy4Iy4,000122,000132,train
1Y1EURI2K4Q,000392,000402,train
dpfJTo3nywA,000028,000038,train
-2eq0citAJg,000018,000028,train
hdE4y7Xn2jE,000037,000047,train
ibewI5dm77k,000014,000024,train
eECGtFjKTY8,000018,000028,train
s0WqJNghk88,000001,000011,train
HeXpjkVqYvg,000000,000010,train
u9qR9c2HsA4,000008,000018,train
l_9GEyNNkJU,000002,000012,train
7Hh4h3KvhIM,000078,000088,train
B3EX-SmSh70,000002,000012,train
dEJcLMU-x94,000013,000023,train
SXk_o2WnEJw,000000,000010,train
CR0PV8jmGqg,000003,000013,train
mANCURJr4KA,000010,000020,train
YKYIU2yqpG8,000002,000012,train
4M91NfAfPig,000003,000013,train
xCQQGcnH-U0,000004,000014,train
4sFvbgGBz1c,000024,000034,train
FbImz9B2jBY,000000,000010,train
XeZpOmb4oKU,000011,000021,train
UdPnBsI8SiA,000015,000025,train
0l5HFou8SvY,000035,000045,train
J28fnK7ZI-c,000002,000012,train
qKKFKvJg_5E,000005,000015,train
4nnxH-5KC2c,000000,000010,train
WuEYX5XWCsw,000002,000012,train
deno_QpJwCk,000001,000011,train
-LZ6lnyP0BQ,000102,000112,train
--DuEOFc2OQ,000040,000050,train
LFS0OYBiEeU,000008,000018,train
Y785o_jKBVU,000022,000032,train
URS81Krk6pE,000062,000072,train
AsPjORZU-cU,000055,000065,train
aU2ByztjE60,000009,000019,train
LQH6hZT6ZbI,000116,000126,train
sjEsaf50Uy4,000008,000018,train
SzWZQDfymmY,000068,000078,train
dLPysQnsT0Q,000014,000024,train
U9zBDYcLFPY,000000,000010,train
iBZGwIW3LEo,000002,000012,train
5x-bCOhZbvE,000007,000017,train
LRQcX_Dp7mE,000011,000021,train
F7hs_aIqsbk,000024,000034,train
w1c9XilT7NU,000007,000017,train
0d2XdZRy2fc,000003,000013,train
RlFMUo-__JE,000017,000027,train
eQJqS2PM-SA,000002,000012,train
fUzOLT_MHww,000019,000029,train
xbwxysJ8Cjs,000015,000025,train
AfUu4Z8gjSY,000022,000032,train
0QnKyOvyUtg,000012,000022,train
bQ2VXWiLXuU,000056,000066,train
t0GxDX4Pwig,000000,000010,train
VhikQMUP_Ak,000013,000023,train
RxgW7Hdn4YM,000006,000016,train
9RKVtmshPrg,000014,000024,train
VCiihiWyHGU,000024,000034,train
dymP3K5GiS8,000014,000024,train
AxgWfYvA-Zo,000008,000018,train
emvCsSxU1Sk,000002,000012,train
bJa17ELAtig,000000,000010,train
YfH1ToPwjj4,000001,000011,train
UBxWnrhkSU8,000030,000040,train
FS6PGrmnylo,000002,000012,train
9EioUfhATcw,000004,000014,train
5w7-2_KAP2k,000006,000016,train
Pq3rYx-_11I,000141,000151,train
AGmZm42lHPc,000002,000012,train
rlnvv7YF2J0,000042,000052,train
Y1m8VLvcLfw,000035,000045,train
XbDTCf515XE,000004,000014,train
D5dV82Vh9AI,000011,000021,train
vt7sbV3xrNE,000016,000026,train
qNcTjhOhg0M,000005,000015,train
jxm6fbBuPiw,000001,000011,train
HV0Hs4UysUM,000004,000014,train
qMGREwwh4xQ,000068,000078,train
fEIv2ECvymg,000002,000012,train
Mf1CsONPYpc,000028,000038,train
Fi1TkpzQG78,000154,000164,train
msM89IKC3dc,000004,000014,train
a6KJuGCozc4,000014,000024,train
ao7SWGSkbGk,000000,000010,train
NxG1gzMdEWQ,000004,000014,train
v-YI47Q0Mv4,000000,000010,train
7XsWZFqAl8E,000008,000018,train
bvm4SNvop34,000010,000020,train
FVe8MLvkYcU,000189,000199,train
IZulLg7CGK0,000211,000221,train
i1_35BCUF-4,000058,000068,train
NOa-Gw6U9Hs,000009,000019,train
Th9xAMjTHOU,000003,000013,train
EQ_cfTXhA18,000045,000055,train
9UyDJGvS1ww,000024,000034,train
DlIUMYGMD3w,000004,000014,train
75x99mA9w3M,000000,000010,train
43mGFlvWkMc,000033,000043,train
c1z_41rRmXU,000000,000010,train
e857QlIO9eU,000030,000040,train
y4VWNGrHrE8,000001,000011,train
V7dnKPBg1dE,000005,000015,train
TXsSJQeNfO0,000006,000016,train
KhraN0DiM-I,000079,000089,train
VODyHCZEGLI,000084,000094,train
udQsAlZkt0w,000029,000039,train
E8h6q5qG_5E,000024,000034,train
iHto-rgy07o,000009,000019,train
COIqoei564c,000010,000020,train
qs9bBVLMV10,000001,000011,train
sEx9i9YIz7c,000051,000061,train
7ldeHo__2Cc,000000,000010,train
SIqWeN18Qik,000001,000011,train
e21mw4oedzw,000140,000150,train
W1ftzvVJxi4,000001,000011,train
Yl4-nDJdPAk,000020,000030,train
NnexTwOgWR8,000007,000017,train
m1dVuEggNe8,000081,000091,train
2WaqbqfIbKc,000003,000013,train
BTXbUwxmdHM,000001,000011,train
jYJTxUnCymg,000004,000014,train
CJeOTKugkX8,000002,000012,train
kU3qQGVRT-g,000011,000021,train
CgZkdSU4y8w,000000,000010,train
dCvMZXVMGPk,000002,000012,train
6b1BKftcGfQ,000005,000015,train
l6acW2KkhiY,000057,000067,train
-shfV8JDCMk,000001,000011,train
UgruMs6odRU,000049,000059,train
-kdfl_GwOtE,000000,000010,train
NIrPLKe_HFo,000149,000159,train
bTDh2SUn7mQ,000003,000013,train
N-dtcHfd-3E,000093,000103,train
Lq5qlIgg6RE,000014,000024,train
7dq9lT6aoHA,000000,000010,train
bE1UZK-UX1c,000179,000189,train
5YJPpj_ABz8,000161,000171,train
xgsGpdYtJIY,000002,000012,train
5PvS6GXqM5E,000155,000165,train
RQCcbud1AIk,000019,000029,train
MBSnD_jNYWI,000023,000033,train
JtwwCHo2KQg,000016,000026,train
EvqBmWmfW50,000064,000074,train
hdlWghCEeRA,000005,000015,train
zsG34OIJOtE,000010,000020,train
o61dwllWHrU,000014,000024,train
6fyP1T1vbo0,000000,000010,train
Y-y-Iaar3-E,000000,000010,train
W6uOfPPpEBo,000000,000010,train
bouzlrRWr9s,000126,000136,train
hMKoE87597Q,000000,000010,train
AxkgTsfZ9ME,000115,000125,train
LfpKbpeOHMU,000100,000110,train
jFowsGlgm9U,000000,000010,train
-1GsilN0qjU,000025,000035,train
VT6PJO7JPsE,000049,000059,train
EUlE7Ct-ggM,000034,000044,train
jvj72NzlSF0,000089,000099,train
Dh5gQqbvoZg,000246,000256,train
HalzlyEFtFM,000094,000104,train
db8Kwourxn0,000036,000046,train
bUidM8i-buc,000012,000022,train
huW5XgisWWo,000004,000014,train
z6gBrkeYWmg,000094,000104,train
H68rEIWYW18,000002,000012,train
UYNuFswAfcU,000230,000240,train
jMJrC03L970,000012,000022,train
p5ajqpP18eU,000000,000010,train
crQ9EUs7UoQ,000006,000016,train
Y2B4DYzva8s,000071,000081,train
YWfXUNvgQOA,000117,000127,train
2lBUaUBD9JE,000018,000028,train
BF-nknPJ558,000007,000017,train
2QBk2LE-mbI,000024,000034,train
5kOwsLUtfQY,000170,000180,train
7H5kzn5FIHQ,000025,000035,train
PfP2NE7glKg,000079,000089,train
xcbpDkldf6k,000006,000016,train
sFEoi-8BMF8,000051,000061,train
Bx_EcuJuWUs,000414,000424,train
S3-ZShfeUY0,000162,000172,train
WNoLEDJ0trU,000027,000037,train
j9uzZKNQgxo,000195,000205,train
YOC3KiY4BV4,000030,000040,train
IepWgHeSBnY,000005,000015,train
JpcMxtWgpjI,000072,000082,train
81WduFC0EIo,000000,000010,train
--XWWLL8Spk,000000,000010,train
AHZhesQVg4s,000053,000063,train
7R9rCcc-pNo,000005,000015,train
VxOHLdQs9hw,000013,000023,train
HtoYt8CdlK8,000135,000145,train
lu7Qfi2GUXI,000061,000071,train
yZ9IOjARXTY,000002,000012,train
YYennywBx7g,000152,000162,train
cVgczwvfHag,000008,000018,train
hJCQwAAxgrc,000025,000035,train
GD12NW8EJo8,000013,000023,train
UOJtLpsj3CM,000002,000012,train
rZIHOqGhuN8,000054,000064,train
OvjVFqb-K9c,000008,000018,train
Qdn4qBGBYWY,000022,000032,train
xctOwz1eP2Y,000000,000010,train
vR6r8dAskeM,000082,000092,train
aUTPcuTMPc8,000125,000135,train
v3SHFvs07YE,000016,000026,train
bhDJQV7KZJ8,000001,000011,train
2ed5nNFK8Qg,000007,000017,train
MCsjFlRkqZ4,000023,000033,train
Ns-Ax2m3kJs,000002,000012,train
H2rcu0EUQ0I,000041,000051,train
0gEV9LA5H00,000086,000096,train
-oVnNlI0z1Q,000078,000088,train
qMknVzLX6Hw,000067,000077,train
4BC0gHzgD5k,000032,000042,train
qY5Ons95S9o,000003,000013,train
jXsvmEx-h4U,000193,000203,train
wVVqY8jvzc0,000004,000014,train
liN7lkgBStg,000001,000011,train
dyBTNP-O7dY,000000,000010,train
PxpSsYOB4Yk,000029,000039,train
I5LuEvku-mM,000202,000212,train
_6LHE1nqdsw,000242,000252,train
5x6KwlAb-IA,000038,000048,train
x3xnmrEJFms,000032,000042,train
1C4Q1Xjyeig,000102,000112,train
zc1eRTWvmKg,000041,000051,train
GFj3bCJYaYk,000114,000124,train
toSoeW1xRt0,000089,000099,train
TqUaJUDSi_o,000466,000476,train
89bNvsWEUV0,000004,000014,train
AqBRkAjboPM,000145,000155,train
dC4ngeTfUvM,000035,000045,train
K8wZqhyVJJs,000192,000202,train
ARwp9w_XZsc,000027,000037,train
xf9sYZIgoF8,000003,000013,train
j8S4M5jvR_I,000160,000170,train
ITCX4J1pDCI,000029,000039,train
ARhawWfy1GQ,000163,000173,train
1fRqAa7hKVw,000114,000124,train
mSvWX0Hdbds,000375,000385,train
vm1cwuF2ZN0,000137,000147,train
dOkOEttgvuw,000105,000115,train
jr3gakyVtg0,000044,000054,train
AwpRYRTFBwY,000477,000487,train
-aJHPlJTesM,000734,000744,train
FY5qIE99hyc,000008,000018,train
hEzGdS9nP5Y,000073,000083,train
naRLQgbQCJo,000055,000065,train
I5lkDuB-CEE,000007,000017,train
76gEFIB7B8I,000039,000049,train
PiqHH1y3wzw,000341,000351,train
ttsCPzp217g,000063,000073,train
k9PTpGZmsHg,000207,000217,train
41_DdzMzetE,000072,000082,train
RZnncG5lHZU,000060,000070,train
CSnYWl8UO-I,000141,000151,train
oPIPVkS0dYM,000237,000247,train
I_pWzPcKBBQ,000033,000043,train
bPpnDXd0MQs,000013,000023,train
L8hBK0_j5nc,000143,000153,train
WE_h2dM6UnY,000167,000177,train
3QhnzaOGtJY,000177,000187,train
wdUfk4k7LGw,000306,000316,train
1H465_Rr45M,000075,000085,train
lFN4MLLRghk,000002,000012,train
Yfiz0oTdclk,000250,000260,train
Qclgk1JA0Ug,000023,000033,train
j0OH4BO_DgY,000019,000029,train
qu1EV-Zh3WI,000102,000112,train
1FM6eToxT_M,000153,000163,train
uMqc6JgpvPI,000130,000140,train
7OfT_o_VAE8,000003,000013,train
qVhV3P17GVY,000603,000613,train
xIEzD7BMXKk,000027,000037,train
s-JSdLDfMfs,000147,000157,train
2-PS6eqyIwk,000291,000301,train
a1QXp8yM8kA,000259,000269,train
0BhVDzsdGUM,000028,000038,train
O5LZv3B4ZPM,000080,000090,train
_fZNRQIXFoI,000026,000036,train
VECyx3t1QAg,000029,000039,train
rZ2zyvfyoF0,000000,000010,train
eiccfVGIdFQ,000169,000179,train
UdvI7GOfNHI,000004,000014,train
vDSbmaEBhw4,000040,000050,train
h-wDOv7brFk,000135,000145,train
WWTZIxPD0_o,000011,000021,train
giCfHTGy_Go,000000,000010,train
EaYxFzFx7nQ,000025,000035,train
Kj4rSRbA67A,000324,000334,train
-utCSG7eVic,000193,000203,train
Qma-RxooUgc,000000,000010,train
YKm11zEkjco,000054,000064,train
-CUcALZfNIA,000017,000027,train
65MeW6u4MUs,000286,000296,train
_CPYR7Sx1kU,000001,000011,train
iij6mmU83pE,000274,000284,train
5LqjdlUnpNY,000000,000010,train
MCG3f5Q1NhM,000089,000099,train
tdmsFCJhPos,000289,000299,train
_dusoZtRcNE,000142,000152,train
-pu2XnPx3BM,000135,000145,train
_9DGJ5PGkXY,000064,000074,train
y7qHuFAZkm4,000064,000074,train
HnJugXyTmCE,000102,000112,train
4gZ8jlYEkNA,000015,000025,train
wDk8i_8n4yc,000084,000094,train
QYUfBbqtnjI,000035,000045,train
3rWUFarhrlk,000094,000104,train
BrswDIf9Gmc,000109,000119,train
9UdSIOtUn3c,000122,000132,train
2-M5TagOHMw,000003,000013,train
dtf3EsCrS48,000052,000062,train
waesFudIC1A,000000,000010,train
BqX7dCrqAyA,000037,000047,train
NJHxOxq4sOg,000081,000091,train
1ojf3e-BnP8,000081,000091,train
Vhf92EnnS7o,000260,000270,train
wk4pp5cdyOg,000156,000166,train
1v0FiYXPsIU,000034,000044,train
w8Q_OXRv7aQ,000023,000033,train
Nyei1O7I1-A,000063,000073,train
sl_cu4mU74g,000012,000022,train
X9q4ATafNQw,000014,000024,train
mngRWrgzMZ4,000037,000047,train
dSYxhF3VDoA,000033,000043,train
At8HVW4DMZ8,000164,000174,train
n4uALpKmtDQ,000047,000057,train
20ayBdYQIRE,000007,000017,train
GRKXs_OY4eQ,000037,000047,train
bHfM_evIiBI,000024,000034,train
l1D0EehJD2s,000037,000047,train
fYfwW14LpQQ,000027,000037,train
9Yp3xMKK31w,000035,000045,train
rYOraVTyPOY,000008,000018,train
YUC1doJ3GLQ,000013,000023,train
9CIijIv4G7Q,000017,000027,train
9D4ac-AHsYs,000021,000031,train
45pYBVw8kLY,000020,000030,train
g-iFpzUECrg,000102,000112,train
A52IDlIsMMo,000058,000068,train
pr2OxlxNgGA,000000,000010,train
UrLiU7wnYHw,000034,000044,train
RvtbJHFxK2Q,000007,000017,train
RgwNvuUmntc,000035,000045,train
ZSRgJy83Zjo,000043,000053,train
k2tYL6HVPAk,000043,000053,train
wGAxT5QYkxU,000044,000054,train
l14K-1SpqWU,000014,000024,train
8h4xPTvguHU,000049,000059,train
WPE7-WrWOVU,000346,000356,train
_GRAWdMoJIs,000000,000010,train
PlwluBqrEzA,000195,000205,train
kjgejOmW3Sc,000006,000016,train
mfkizZv91-I,000367,000377,train
Gaka1NW8IMU,000074,000084,train
cJIf02Vqhtc,000224,000234,train
nodndUmqqOg,000332,000342,train
gj1J9mTxuu8,000325,000335,train
Qho_d5jmiE4,000028,000038,train
oGLY8G334yU,000225,000235,train
NAeXDvPrPiw,000074,000084,train
HD6mkc5NsHI,000008,000018,train
YkkrNECNrJo,000018,000028,train
XbCncZcXuTI,000082,000092,train
f0FEF3RHvJ0,000086,000096,train
2IF0OZuFmX4,000166,000176,train
YxMzRRdhrfw,000256,000266,train
XhyTvk_VJ3I,000037,000047,train
k_FzVIIlu74,000117,000127,train
fR7-AmRLWtk,000094,000104,train
Wl4hvbmuV3E,000010,000020,train
y7T8VvQAV3Q,000317,000327,train
z2jiyBe_GQ4,000090,000100,train
rVu3BG3xzwc,000247,000257,train
whgENzmsxkY,000264,000274,train
NEol4wgSLRI,000034,000044,train
VEtW1JRWQoY,000260,000270,train
CXC3mTNNQu4,000250,000260,train
QxNcjUXEGlw,000214,000224,train
1gkl28MsAJE,000383,000393,train
jRoPQHeFOK8,000022,000032,train
ZKvYbWlcxvQ,000139,000149,train
RFy8QsguPdQ,000017,000027,train
h-JWFxsDg7Y,000650,000660,train
KhncoTehUh4,000303,000313,train
4-F8SE8Pcws,000123,000133,train
c-NMYO26O-Y,000516,000526,train
e4e_VacvN9A,000033,000043,train
pHOHB_I4Ii0,000125,000135,train
15KsrKdmFAY,000450,000460,train
zZMTOuHWPIg,000304,000314,train
lgwDlZBJZhs,000066,000076,train
Er-XhbM0SpM,000020,000030,train
YmTS7tlfFss,000075,000085,train
APTZnWLadHg,000006,000016,train
2qy_pZK96hc,000352,000362,train
tPj4Y9TP1dg,000006,000016,train
x8Ph-Z6qYa8,000000,000010,train
0Z6aM_JuHvg,000000,000010,train
1W4mXOhrXhs,000010,000020,train
jv4Ber93-pE,000004,000014,train
yLsWrJGeVzE,000000,000010,train
P-myS_iG8f0,000094,000104,train
tC5asYmV7k0,000000,000010,train
hORbv01qWCg,000053,000063,train
TTrVc9d-cpU,000028,000038,train
R5XMsI-vAgk,000711,000721,train
LycS8lTGh8o,000027,000037,train
GfcVxlw41H8,000024,000034,train
-rbge_tcITk,000074,000084,train
Er-SnKo9mnU,000000,000010,train
CS3oebFubfM,000000,000010,train
lYSSqcBmw2E,000156,000166,train
15PBxe6woG4,000008,000018,train
-fgVYyZD6P4,000062,000072,train
YuD-mBqqhwM,000638,000648,train
mjkQ136LVmQ,000155,000165,train
1n4zcqYaBlo,000013,000023,train
VKxd3c9EEbo,000023,000033,train
EOxGSM8dvm0,000035,000045,train
F_jCVTk0VEQ,000072,000082,train
NOMUP4W4rWs,000007,000017,train
0OC-4UlRqZE,000248,000258,train
17OfX0otUGQ,000000,000010,train
P6Oi9mx6fDg,000000,000010,train
Smd8e89s7B4,000017,000027,train
ZlnDK6XmcWY,000019,000029,train
IGLKwIkb68U,000141,000151,train
XU5Tg_CHrW0,000000,000010,train
SGoYget9b2c,000169,000179,train
Y1EfZdDprfE,000000,000010,train
6IpNhITb9CA,000003,000013,train
gffoUEZpv-E,000045,000055,train
R58Lhgtq91w,000191,000201,train
ko013NRKgrE,000000,000010,train
4HWl10VoC0w,000332,000342,train
5IBhDTxMewY,000020,000030,train
6J0yvKFsyWo,000098,000108,train
12-RG_F-KLw,000044,000054,train
I3WJgfWPslw,000032,000042,train
yffI-qd28Ys,000007,000017,train
Wl_vPCX6bsU,000048,000058,train
Mu8l7ZFSxMU,000783,000793,train
-nbKsCFbMlo,000071,000081,train
qaNFIjlKiVU,000023,000033,train
g7sBFDytBY8,000017,000027,train
YTnNmxoxVMU,000010,000020,train
0AbAWUwhhsc,000022,000032,train
x-2zjdKzqiQ,000073,000083,train
0rikO6PQvlw,000024,000034,train
WjWdJGkP9Z8,000021,000031,train
_xGfd_LfbD8,000002,000012,train
Q-xKbHyImUA,000020,000030,train
SToaqgMG3Xo,000091,000101,train
_fihhcW2B3o,000312,000322,train
b13-VbG-z0M,000008,000018,train
a7Hsr9lIl_w,000134,000144,train
SJcsk4_xHsc,000000,000010,train
E-SGK06zKhs,000091,000101,train
6qz2yEf_Iv0,000013,000023,train
AkJs_8qVD-Y,000059,000069,train
t1Eiw69PQY8,000010,000020,train
mByYFbMvkwM,000004,000014,train
_RHdNYnpS8g,000040,000050,train
34DgDNng33g,000328,000338,train
uDLbt0NavxM,000002,000012,train
MinORd-REe8,000000,000010,train
40VsGoMkvIw,000231,000241,train
X1NQQzG5dpY,000047,000057,train
2hdPk3Z2R5s,000004,000014,train
gIRcVcDIcIg,000005,000015,train
QZcEjTg73cc,000033,000043,train
U-9sHPVESpQ,000082,000092,train
YpqOU-T-3g0,000273,000283,train
sXjHcvD4sxM,000051,000061,train
jSe24kOOR_A,000121,000131,train
8yQmfy5xI9s,000028,000038,train
WMEauiZUkMI,000190,000200,train
0dPiRAh6JlU,000348,000358,train
aqNLlUdlRtM,000024,000034,train
ffhDIShHZUM,000006,000016,train
wwzZaFXiYZI,000153,000163,train
wQllSKFOQ7Q,000123,000133,train
YE4diB3Hf6M,000006,000016,train
5knURC6_fic,000013,000023,train
DZvbqL2_egg,000020,000030,train
GMP9mRIipQs,000073,000083,train
9-DdsjjxQ68,000007,000017,train
i276KJr5_U0,000010,000020,train
9QbgnGmQu4Y,000063,000073,train
u9oUeLjdElc,000030,000040,train
V_hSWJiHAUQ,000000,000010,train
o-cVguZsdw8,000000,000010,train
EIDddzLHlks,000036,000046,train
2rbnsi5G0AQ,000023,000033,train
3s50Vc6Q1P4,000008,000018,train
sQ6Mxhzy0OA,000195,000205,train
HHFP_5jYIBM,000000,000010,train
se-7CW-5Lmk,000209,000219,train
NfyrPZy_VLo,000062,000072,train
LM-uQZUyraE,000001,000011,train
Mi0mFVd7DLU,000000,000010,train
6-rjti59P0o,000022,000032,train
dyO5-v5MuNs,000159,000169,train
m5VrBFwFY30,000119,000129,train
qF35Dcb9qBs,000156,000166,train
Kr_f4XRjGzI,000001,000011,train
9c9GFRV54Lg,000715,000725,train
SHLoKTTOTX4,000034,000044,train
yIW8xD-X16c,000674,000684,train
a4iUKPmkP4Q,000175,000185,train
q_9XW4Y6uv4,000002,000012,train
oaKTFcm5gVk,000154,000164,train
4jOte_jZk68,000120,000130,train
09uKXN5x4k8,000288,000298,train
s8Cbst6EllA,000142,000152,train
XMQAYSc2Ly8,000379,000389,train
u0PWxPQwRgY,000095,000105,train
LE9mtLgoAv8,000089,000099,train
DCFKkvzjA_s,000222,000232,train
9RVP0Pv1VxI,000026,000036,train
EXzy004MYIE,000000,000010,train
tbKnoXiJNjw,000000,000010,train
ywV3kVZ3M90,000151,000161,train
wxf55TGJ0CY,000070,000080,train
7e7AzoTdv2I,000108,000118,train
Xo4v2mNEl1I,000006,000016,train
ZxxQ_3NN_5c,000008,000018,train
Su8-sr14NsY,000020,000030,train
IPaDashqlU0,000025,000035,train
oJnVsvAj4m8,000018,000028,train
V7oPqp9YnW4,000035,000045,train
YO8nueTDQA8,000033,000043,train
y_77GwCtwAA,000140,000150,train
-YHlk6TwJTE,000797,000807,train
-aEdKALcHjk,000010,000020,train
vP1lpAOnw4c,000081,000091,train
ZNdV4oM-JX0,000010,000020,train
UOqoTZ2AkFA,000121,000131,train
2gs0eEiW2ik,000073,000083,train
0zijqahzhkM,000153,000163,train
LOSXNBr4uGE,000056,000066,train
uF0BtgbOiSk,000106,000116,train
A8NhHu1DhFY,000035,000045,train
5cyGhOZN-EU,000000,000010,train
gwWru16Wlog,000002,000012,train
lRDaqF867zU,000083,000093,train
j_hPep5ZlXo,000019,000029,train
Arxz8x-LgeY,000032,000042,train
4kJ5V4kROYs,000289,000299,train
0LgwBf_pmuI,000023,000033,train
oxsRGSL5wXo,000201,000211,train
4JJvjI1w7hI,000007,000017,train
3mIrcFcINI4,000050,000060,train
AIIU5uFm4nc,000007,000017,train
VGhZ3UW_9Hk,000011,000021,train
-zU_2k3Cofc,000090,000100,train
egskzNV2ab4,000007,000017,train
rzd3G0eNCB0,000090,000100,train
Zz0Q-QnJ4cw,000026,000036,train
itzCOFzSDa8,000040,000050,train
10IvLT7wiCM,000191,000201,train
tglMcKGqhQU,000000,000010,train
nb_rtCgJemo,000005,000015,train
_WYupo36wtU,000003,000013,train
5duJi6hWHsU,000037,000047,train
xbs4v_3UMJ4,000027,000037,train
HMd7XdT91m4,000048,000058,train
TBHoS6N1lv0,000298,000308,train
ec6DD7Inc6E,000115,000125,train
1hrptd0jpJ4,000011,000021,train
WFLN9OZWzX8,000004,000014,train
oa-fNSpqgjg,000035,000045,train
AM89mEyCzes,000163,000173,train
YFS70p8ivi4,000029,000039,train
e7O8Bs7TYRU,000004,000014,train
s3nm0aDMZz8,000008,000018,train
vBwsh9biZIc,000004,000014,train
81YcQUZlc7w,000008,000018,train
uHXBEZAnWNk,000118,000128,train
v4QMG37PlHw,000074,000084,train
liPNSadTg78,000299,000309,train
-ds5LYW3ynk,000012,000022,train
w3lYkGHeJZc,000000,000010,train
q1scGQOjFjg,000024,000034,train
85_1ed_fjPI,000008,000018,train
XMX6yKKwyBY,000055,000065,train
phgUAOuKcJM,000039,000049,train
9k-3iMGre1A,000000,000010,train
CjVK7t6rcmA,000045,000055,train
jDUmHyxpd3s,000119,000129,train
PQMmWm1OipM,000010,000020,train
WAPmleTfkJI,000151,000161,train
-ngFbby7Ncg,000162,000172,train
4RoqzRYIblc,000058,000068,train
DO3cWwaiQk0,000298,000308,train
KOPi-2MZfD0,000084,000094,train
dnIO4v1eePI,000004,000014,train
46pOdPRVU00,000023,000033,train
h1WnsFKTEKM,000234,000244,train
L0VOMMaTLkQ,000124,000134,train
3J5tGCmLyDU,000043,000053,train
A3sBh25MfSo,000176,000186,train
_46Ho1Y2SEI,000131,000141,train
Z4ldE5Zzhzo,000046,000056,train
8roaXc7vbts,000013,000023,train
s5fM4X235ak,000128,000138,train
5aPaiPwBxtk,000247,000257,train
Xz9FubtN8es,000051,000061,train
I4A7c-XkfWc,000008,000018,train
iAFcwKsse9w,000025,000035,train
dAtZ6bfRZM4,000000,000010,train
4oGd9KKabYU,000012,000022,train
Un-RhLmHJao,000008,000018,train
cYvyMBHD07Q,000004,000014,train
Hz0E5D4P7gI,000032,000042,train
A3CXB88Dumc,000045,000055,train
dgKrqKj9Hew,000000,000010,train
fLVlPK4qHns,000037,000047,train
eIVSFMT3a2A,000031,000041,train
Fq-N6hpOTBo,000002,000012,train
WjIEsPkw5RM,000034,000044,train
ZLCntgQ9KHc,000002,000012,train
aG2hgLQyN64,000003,000013,train
ubUKvo-SOGM,000008,000018,train
lIhsD7sy9B8,000000,000010,train
vgOdswbW7hY,000001,000011,train
CF6Q5ojrAJo,000000,000010,train
00EyMeYimqo,000036,000046,train
vz99COsaL5w,000005,000015,train
AxKiC7Soc6s,000022,000032,train
2OxWjUps68Q,000016,000026,train
H8oAepnL5mk,000000,000010,train
kDuAS29BCwk,000003,000013,train
54bCA6PA8Is,000002,000012,train
e0coQ4tdKk0,000074,000084,train
OnU1Hr__jlY,000002,000012,train
J5kXnpdneig,000009,000019,train
gkDcYXfkzkA,000019,000029,train
KsFDUHkmWuc,000019,000029,train
vVNkJYihVqQ,000230,000240,train
GsTh6alxJPk,000044,000054,train
Z5t3mmmhx-E,000002,000012,train
A6C1td-VEco,000000,000010,train
Bb8h5wgHlug,000047,000057,train
N2P8oafuxok,000035,000045,train
pToT8FyaJBQ,000028,000038,train
tVfchvUzaso,000002,000012,train
AkpRf7g3HqY,000112,000122,train
yANWz9MBSXA,000027,000037,train
-XBt-4ZNCTk,000044,000054,train
oPzh-C-PyPs,000202,000212,train
DcNW4qUvySw,000016,000026,train
QHv9pKuAQfE,000132,000142,train
gkCXlQiGaPE,000006,000016,train
NlNRmIIzWx0,000022,000032,train
fEvPm28YIng,000062,000072,train
E7SveWoOmpU,000117,000127,train
UYyhwg9IoDk,000034,000044,train
zfi192H3m1s,000021,000031,train
pG5lwcOEGLc,000219,000229,train
YZlcqGD9rGM,000000,000010,train
-EAmdsQRu1s,000087,000097,train
EjRB6EoN9-E,000000,000010,train
zkntmULymoI,000151,000161,train
RcJhAJ2TEpw,000014,000024,train
9a7agmJeYTc,000000,000010,train
LHdi9cFv1eg,000000,000010,train
OO0FKsvYlrE,000037,000047,train
4L2RMcb0nCI,000000,000010,train
DM4K8qRyuEg,000311,000321,train
KXe3oOBIdDw,000031,000041,train
aeNPHzwveCI,000000,000010,train
Cm1j5meBlVw,000000,000010,train
L5INmLtPiCY,000030,000040,train
F9uMWpBzLyk,000017,000027,train
kMkfS_QN9os,000111,000121,train
UM4A5PtIvzA,000022,000032,train
SyycpbxDa2U,000000,000010,train
vVwL6pV32b0,000000,000010,train
O4o4IaFdwqs,000020,000030,train
ZZPSIuqZFbc,000028,000038,train
ge2tV3bsX5g,000036,000046,train
F8PppXzD2VY,000023,000033,train
REnygx9BnCU,000094,000104,train
WsdOHO8Ocqc,000478,000488,train
cj_J0tLmqcY,000217,000227,train
-pWKgdIFdl0,000014,000024,train
xBc5ADbAouI,000000,000010,train
2I3VocVZSnk,000019,000029,train
